Finalizer batch: consisid_official_vbench_v1_single_20260705_155651
2026-07-06_18:21:05 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=316
2026-07-06_18:26:05 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=329
2026-07-06_18:26:05 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=318
2026-07-06_18:31:05 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=330
2026-07-06_18:31:05 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=319
2026-07-06_18:36:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=331
2026-07-06_18:36:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=320
2026-07-06_18:41:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=332
2026-07-06_18:41:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=321
2026-07-06_18:46:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=333
2026-07-06_18:46:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=322
2026-07-06_18:51:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=334
2026-07-06_18:51:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=323
2026-07-06_18:56:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=335
2026-07-06_18:56:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=324
2026-07-06_19:01:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=336
2026-07-06_19:01:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=325
2026-07-06_19:06:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=337
2026-07-06_19:06:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=326
2026-07-06_19:11:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=338
2026-07-06_19:11:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=327
2026-07-06_19:16:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=339
2026-07-06_19:16:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=328
2026-07-06_19:21:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=340
2026-07-06_19:21:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=329
2026-07-06_19:26:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=341
2026-07-06_19:26:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=330
2026-07-06_19:31:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=342
2026-07-06_19:31:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=331
2026-07-06_19:36:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=343
2026-07-06_19:36:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=332
2026-07-06_19:41:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=344
2026-07-06_19:41:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=333
2026-07-06_19:46:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=345
2026-07-06_19:46:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=334
2026-07-06_19:51:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=346
2026-07-06_19:51:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=335
2026-07-06_19:56:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=347
2026-07-06_19:56:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=336
2026-07-06_20:01:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=348
2026-07-06_20:01:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=337
2026-07-06_20:06:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=349
2026-07-06_20:06:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=338
2026-07-06_20:11:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=350
2026-07-06_20:11:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=339
2026-07-06_20:16:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=351
2026-07-06_20:16:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=340
2026-07-06_20:21:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=352
2026-07-06_20:21:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=341
2026-07-06_20:26:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=354
2026-07-06_20:26:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=342
2026-07-06_20:31:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=355
2026-07-06_20:31:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=343
2026-07-06_20:36:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=356
2026-07-06_20:36:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=344
2026-07-06_20:41:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=357
2026-07-06_20:41:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=345
2026-07-06_20:46:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=358
2026-07-06_20:46:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=346
2026-07-06_20:51:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=359
2026-07-06_20:51:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=347
2026-07-06_20:56:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=360
2026-07-06_20:56:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=348
2026-07-06_21:01:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=361
2026-07-06_21:01:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=349
2026-07-06_21:06:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=362
2026-07-06_21:06:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=350
2026-07-06_21:11:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=363
2026-07-06_21:11:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=351
2026-07-06_21:16:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=364
2026-07-06_21:16:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=352
2026-07-06_21:21:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=365
2026-07-06_21:21:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=353
2026-07-06_21:26:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=366
2026-07-06_21:26:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=354
2026-07-06_21:31:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=367
2026-07-06_21:31:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=355
2026-07-06_21:36:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=368
2026-07-06_21:36:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=356
2026-07-06_21:41:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=369
2026-07-06_21:41:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=357
2026-07-06_21:46:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=370
2026-07-06_21:46:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=358
2026-07-06_21:51:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=371
2026-07-06_21:51:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=359
2026-07-06_21:56:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=372
2026-07-06_21:56:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=360
2026-07-06_22:01:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=373
2026-07-06_22:01:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=361
2026-07-06_22:06:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=374
2026-07-06_22:06:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=362
2026-07-06_22:11:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=375
2026-07-06_22:11:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=363
2026-07-06_22:16:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=376
2026-07-06_22:16:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=364
2026-07-06_22:21:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=377
2026-07-06_22:21:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=365
2026-07-06_22:26:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=378
2026-07-06_22:26:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=366
2026-07-06_22:31:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=379
2026-07-06_22:31:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=367
2026-07-06_22:36:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=380
2026-07-06_22:36:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=368
2026-07-06_22:41:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=381
2026-07-06_22:41:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=369
2026-07-06_22:46:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=382
2026-07-06_22:46:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=370
2026-07-06_22:51:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=384
2026-07-06_22:51:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=371
2026-07-06_22:56:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=385
2026-07-06_22:56:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=372
2026-07-06_23:01:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=386
2026-07-06_23:01:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=373
2026-07-06_23:06:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=387
2026-07-06_23:06:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=374
2026-07-06_23:11:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=388
2026-07-06_23:11:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=375
2026-07-06_23:16:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=389
2026-07-06_23:16:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=376
2026-07-06_23:21:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=390
2026-07-06_23:21:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=377
2026-07-06_23:26:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=391
2026-07-06_23:26:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=378
2026-07-06_23:31:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=392
2026-07-06_23:31:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=379
2026-07-06_23:36:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=393
2026-07-06_23:36:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=380
2026-07-06_23:41:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=394
2026-07-06_23:41:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=381
2026-07-06_23:46:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=395
2026-07-06_23:46:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=382
2026-07-06_23:51:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=396
2026-07-06_23:51:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=383
2026-07-06_23:56:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=397
2026-07-06_23:56:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=384
2026-07-07_00:01:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=398
2026-07-07_00:01:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=385
2026-07-07_00:06:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=399
2026-07-07_00:06:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=386
2026-07-07_00:11:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=400
2026-07-07_00:11:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=387
2026-07-07_00:16:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=401
2026-07-07_00:16:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=388
2026-07-07_00:21:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=402
2026-07-07_00:21:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=389
2026-07-07_00:26:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=403
2026-07-07_00:26:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=390
2026-07-07_00:31:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=404
2026-07-07_00:31:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=391
2026-07-07_00:36:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=405
2026-07-07_00:36:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=392
2026-07-07_00:41:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=406
2026-07-07_00:41:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=393
2026-07-07_00:46:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=407
2026-07-07_00:46:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=394
2026-07-07_00:51:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=408
2026-07-07_00:51:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=395
2026-07-07_00:56:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=409
2026-07-07_00:56:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=396
2026-07-07_01:01:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=410
2026-07-07_01:01:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=397
2026-07-07_01:06:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=411
2026-07-07_01:06:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=398
2026-07-07_01:11:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=412
2026-07-07_01:11:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=399
2026-07-07_01:16:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=413
2026-07-07_01:16:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=400
2026-07-07_01:21:06 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=415
2026-07-07_01:21:06 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=401
2026-07-07_01:26:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=416
2026-07-07_01:26:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=402
2026-07-07_01:31:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=417
2026-07-07_01:31:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=403
2026-07-07_01:36:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=418
2026-07-07_01:36:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=404
2026-07-07_01:41:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=419
2026-07-07_01:41:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=405
2026-07-07_01:46:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=420
2026-07-07_01:46:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=406
2026-07-07_01:51:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=421
2026-07-07_01:51:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=407
2026-07-07_01:56:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=422
2026-07-07_01:56:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=408
2026-07-07_02:01:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=423
2026-07-07_02:01:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=409
2026-07-07_02:06:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=424
2026-07-07_02:06:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=410
2026-07-07_02:11:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=425
2026-07-07_02:11:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=411
2026-07-07_02:16:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=426
2026-07-07_02:16:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=412
2026-07-07_02:21:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=427
2026-07-07_02:21:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=413
2026-07-07_02:26:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=428
2026-07-07_02:26:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=414
2026-07-07_02:31:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=429
2026-07-07_02:31:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=415
2026-07-07_02:36:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=430
2026-07-07_02:36:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=416
2026-07-07_02:41:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=431
2026-07-07_02:41:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=417
2026-07-07_02:46:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=432
2026-07-07_02:46:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=418
2026-07-07_02:51:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=433
2026-07-07_02:51:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=419
2026-07-07_02:56:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=434
2026-07-07_02:56:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=420
2026-07-07_03:01:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=435
2026-07-07_03:01:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=421
2026-07-07_03:06:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=436
2026-07-07_03:06:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=422
2026-07-07_03:11:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=437
2026-07-07_03:11:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=423
2026-07-07_03:16:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=438
2026-07-07_03:16:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=424
2026-07-07_03:21:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=439
2026-07-07_03:21:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=425
2026-07-07_03:26:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=440
2026-07-07_03:26:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=426
2026-07-07_03:31:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=441
2026-07-07_03:31:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=427
2026-07-07_03:36:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=442
2026-07-07_03:36:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=428
2026-07-07_03:41:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=443
2026-07-07_03:41:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=429
2026-07-07_03:46:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=444
2026-07-07_03:46:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=430
2026-07-07_03:51:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=446
2026-07-07_03:51:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=431
2026-07-07_03:56:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=447
2026-07-07_03:56:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=432
2026-07-07_04:01:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=448
2026-07-07_04:01:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=433
2026-07-07_04:06:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=449
2026-07-07_04:06:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=434
2026-07-07_04:11:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=450
2026-07-07_04:11:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=435
2026-07-07_04:16:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=451
2026-07-07_04:16:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=436
2026-07-07_04:21:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=452
2026-07-07_04:21:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=437
2026-07-07_04:26:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=453
2026-07-07_04:26:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=438
2026-07-07_04:31:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=454
2026-07-07_04:31:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=439
2026-07-07_04:36:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=455
2026-07-07_04:36:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=440
2026-07-07_04:41:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=456
2026-07-07_04:41:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=441
2026-07-07_04:46:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=457
2026-07-07_04:46:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=442
2026-07-07_04:51:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=458
2026-07-07_04:51:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=443
2026-07-07_04:56:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=459
2026-07-07_04:56:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=444
2026-07-07_05:01:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=460
2026-07-07_05:01:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=445
2026-07-07_05:06:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=461
2026-07-07_05:06:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=446
2026-07-07_05:11:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=462
2026-07-07_05:11:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=447
2026-07-07_05:16:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=463
2026-07-07_05:16:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=448
2026-07-07_05:21:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=464
2026-07-07_05:21:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=449
2026-07-07_05:26:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=465
2026-07-07_05:26:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=450
2026-07-07_05:31:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=466
2026-07-07_05:31:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=451
2026-07-07_05:36:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=467
2026-07-07_05:36:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=452
2026-07-07_05:41:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=468
2026-07-07_05:41:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=453
2026-07-07_05:46:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=469
2026-07-07_05:46:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=454
2026-07-07_05:51:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=470
2026-07-07_05:51:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=455
2026-07-07_05:56:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=471
2026-07-07_05:56:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=456
2026-07-07_06:01:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=472
2026-07-07_06:01:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=457
2026-07-07_06:06:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=472
2026-07-07_06:06:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=458
2026-07-07_06:11:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=472
2026-07-07_06:11:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=459
2026-07-07_06:16:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=472
2026-07-07_06:16:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=460
2026-07-07_06:21:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=472
2026-07-07_06:21:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=461
2026-07-07_06:26:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=472
2026-07-07_06:26:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=462
2026-07-07_06:31:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=472
2026-07-07_06:31:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=463
2026-07-07_06:36:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=472
2026-07-07_06:36:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=464
2026-07-07_06:41:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=472
2026-07-07_06:41:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=465
2026-07-07_06:46:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=472
2026-07-07_06:46:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=466
2026-07-07_06:51:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=472
2026-07-07_06:51:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=467
2026-07-07_06:56:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=472
2026-07-07_06:56:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=468
2026-07-07_07:01:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=472
2026-07-07_07:01:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=469
2026-07-07_07:06:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=472
2026-07-07_07:06:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=470
2026-07-07_07:11:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=472
2026-07-07_07:11:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=471
2026-07-07_07:16:07 consisid_official_vbench_v1_single_20260705_155651_shard01 videos=472
2026-07-07_07:16:07 consisid_official_vbench_v1_single_20260705_155651_shard02 videos=472
Merging shard CSV files
{
  "run_ids": [
    "consisid_official_vbench_v1_single_20260705_155651_shard01",
    "consisid_official_vbench_v1_single_20260705_155651_shard02"
  ],
  "manifest_rows": 944,
  "generation_log_rows": 944,
  "missing_files": [],
  "output_manifest": "data/manifests/consisid_official_vbench_v1_single_20260705_155651.csv",
  "output_generation_log": "data/manifests/consisid_official_vbench_v1_single_20260705_155651.generation_log.csv"
}
Running official VBench evaluation and Chinese report
RUN_ID=consisid_official_vbench_v1_single_20260705_155651
RUN_MODE=single
Skipping VBench setup
Skipping prompt build
